161   2.397935 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=123081 Win=78208 Len=0 TSval=620641 TSecr=2141929961
162   2.398184 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=125977 Win=78208 Len=0 TSval=620641 TSecr=2141929961
163   2.398432 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=128873 Win=78208 Len=0 TSval=620641 TSecr=2141929961
164   2.398676 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=131769 Win=78208 Len=0 TSval=620642 TSecr=2141929961
165   2.398922 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=134665 Win=78208 Len=0 TSval=620642 TSecr=2141929961
166   2.410937 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
167   2.421910 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
168   2.422083 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
169   2.422212 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
170   2.422345 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
171   2.422463 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
172   2.422590 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
173   2.422705 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
174   2.422898 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
175   2.423108 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
176   2.423211 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
177   2.423341 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
178   2.423454 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
179   2.423586 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
180   2.423701 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
181   2.423831 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
182   2.423947 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
183   2.424077 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
184   2.424193 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
185   2.424323 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
186   2.424438 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
187   2.424569 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
188   2.424687 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
189   2.424815 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
190   2.424930 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
191   2.436018 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=139009 Win=78208 Len=0 TSval=620651 TSecr=2141929961
192   2.446985 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=141905 Win=78208 Len=0 TSval=620654 TSecr=2141929973
193   2.447250 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=144801 Win=78208 Len=0 TSval=620654 TSecr=2141929973
194   2.447487 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=147697 Win=78208 Len=0 TSval=620654 TSecr=2141929973
195   2.447733 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=150593 Win=78208 Len=0 TSval=620654 TSecr=2141929973
196   2.447939 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=153489 Win=78208 Len=0 TSval=620654 TSecr=2141929973
197   2.448230 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=156385 Win=78208 Len=0 TSval=620654 TSecr=2141929973
198   2.448476 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=159281 Win=78208 Len=0 TSval=620654 TSecr=2141929973
199   2.448723 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=162177 Win=78208 Len=0 TSval=620654 TSecr=2141929973
200   2.448969 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=165073 Win=78208 Len=0 TSval=620654 TSecr=2141929973
201   2.449215 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=167969 Win=78208 Len=0 TSval=620654 TSecr=2141929973
202   2.449459 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=170865 Win=78208 Len=0 TSval=620654 TSecr=2141929973
203   2.449709 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=173761 Win=78208 Len=0 TSval=620654 TSecr=2141929973
204   2.449952 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=176657 Win=78208 Len=0 TSval=620654 TSecr=2141929974
205   2.461767 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
206   2.461876 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
207   2.472595 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
208   2.472691 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
209   2.472876 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
210   2.473067 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
211   2.473191 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
212   2.473326 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
213   2.473428 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
214   2.473558 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
215   2.473677 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
216   2.473803 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
217   2.473918 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
218   2.474048 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
219   2.474164 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
220   2.474294 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
221   2.474425 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
222   2.474540 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
223   2.474671 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
224   2.474785 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
225   2.474916 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
226   2.475032 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
227   2.475161 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
228   2.475278 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
229   2.475408 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
230   2.475524 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
231   2.475655 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
232   2.475771 192.168.23.32 -> 192.168.23.172 TCP [TCP segment of a reassembled PDU]
233   2.486863 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=179553 Win=78208 Len=0 TSval=620664 TSecr=2141929983
234   2.497668 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=182449 Win=78208 Len=0 TSval=620666 TSecr=2141929983
235   2.497928 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=186793 Win=84096 Len=0 TSval=620666 TSecr=2141929986
236   2.498220 192.168.23.172 -> 192.168.23.32 TCP 49567 > http [ACK] Seq=126 Ack=189689 Win=84096 Len=0 TSval=620666 TSecr=2141929986
