15	0		0.029389000
18	1		0.025568000
19	1	2897	0.002370000
20	2897	4345	0.000149000
21	4345	5793	0.000101000
22	5793	7241	0.000142000
23	7241	8689	0.000116000
24	8689	10137	0.000118000
25	10137	11585	0.000125000
26	11585	13033	0.000126000
27	13033	14481	0.000115000
37	14481	15929	0.025589000
38	15929	17377	0.000113000
39	17377	18825	0.000129000
40	18825	20273	0.000130000
41	20273	21721	0.000112000
42	21721	23169	0.000131000
43	23169	24617	0.000120000
44	24617	26065	0.000127000
45	26065	27513	0.000117000
46	27513	28961	0.000131000
47	28961	30409	0.000112000
48	30409	31857	0.000133000
58	31857	34753	0.024393000
59	34753	36201	0.000155000
60	36201	37649	0.000133000
61	37649	39097	0.000105000
62	39097	40545	0.000129000
63	40545	41993	0.000113000
64	41993	43441	0.000132000
65	43441	46337	0.000186000
66	46337	47785	0.000210000
67	47785	49233	0.000101000
68	49233	50681	0.000130000
69	50681	52129	0.000112000
70	52129	53577	0.000132000
71	53577	55025	0.000114000
72	55025	56473	0.000130000
73	56473	57921	0.000114000
74	57921	59369	0.000132000
75	59369	60817	0.000114000
76	60817	62265	0.000131000
86	62265	63713	0.023587000
87	63713	65161	0.000103000
88	65161	66609	0.000131000
89	66609	68057	0.000118000
90	68057	69505	0.000128000
91	69505	70953	0.000119000
92	70953	72401	0.000130000
93	72401	73849	0.000109000
94	73849	76745	0.000184000
95	76745	78193	0.000207000
96	78193	79641	0.000106000
97	79641	81089	0.000133000
98	81089	82537	0.000119000
99	82537	83985	0.000122000
100	83985	85433	0.000130000
101	85433	86881	0.000113000
102	86881	88329	0.000133000
103	88329	89777	0.000113000
104	89777	91225	0.000132000
105	91225	92673	0.000115000
106	92673	94121	0.000132000
107	94121	95569	0.000113000
108	95569	97017	0.000135000
109	97017	98465	0.000111000
124	98465	99913	0.012019000
125	99913	102809	0.010893000
126	102809	104257	0.000180000
127	104257	105705	0.000135000
128	105705	107153	0.000116000
129	107153	108601	0.000130000
130	108601	110049	0.000128000
131	110049	111497	0.000119000
132	111497	112945	0.000119000
133	112945	114393	0.000126000
134	114393	115841	0.000111000
135	115841	117289	0.000131000
136	117289	118737	0.000116000
137	118737	120185	0.000130000
138	120185	121633	0.000114000
139	121633	123081	0.000130000
140	123081	124529	0.000116000
141	124529	125977	0.000130000
142	125977	127425	0.000117000
143	127425	128873	0.000129000
144	128873	130321	0.000116000
145	130321	131769	0.000131000
146	131769	133217	0.000113000
147	133217	134665	0.000133000
148	134665	136113	0.000113000
166	136113	139009	0.012015000
167	139009	141905	0.010973000
168	141905	143353	0.000173000
169	143353	144801	0.000129000
170	144801	146249	0.000133000
171	146249	147697	0.000118000
172	147697	149145	0.000127000
173	149145	150593	0.000115000
174	150593	153489	0.000193000
175	153489	154937	0.000210000
176	154937	156385	0.000103000
177	156385	157833	0.000130000
178	157833	159281	0.000113000
179	159281	160729	0.000132000
180	160729	162177	0.000115000
181	162177	163625	0.000130000
182	163625	165073	0.000116000
183	165073	166521	0.000130000
184	166521	167969	0.000116000
185	167969	169417	0.000130000
186	169417	170865	0.000115000
187	170865	172313	0.000131000
188	172313	173761	0.000118000
189	173761	175209	0.000128000
190	175209	176657	0.000115000
205	176657	179553	0.011815000
206	179553	181001	0.000109000
207	181001	182449	0.010719000
208	182449	183897	0.000096000
209	183897	186793	0.000185000
210	186793	188241	0.000191000
211	188241	189689	0.000124000
212	189689	191137	0.000135000
213	191137	192585	0.000102000
214	192585	194033	0.000130000
215	194033	195481	0.000119000
216	195481	196929	0.000126000
217	196929	198377	0.000115000
218	198377	199825	0.000130000
219	199825	201273	0.000116000
220	201273	202721	0.000130000
221	202721	204169	0.000131000
222	204169	205617	0.000115000
223	205617	207065	0.000131000
224	207065	208513	0.000114000
225	208513	209961	0.000131000
226	209961	211409	0.000116000
227	211409	212857	0.000129000
228	212857	214305	0.000117000
229	214305	215753	0.000130000
230	215753	217201	0.000116000
231	217201	218649	0.000131000
232	218649	220097	0.000116000
247	220097	222993	0.011866000
248	222993	224441	0.010707000
249	224441	225889	0.000111000
250	225889	227337	0.000104000
251	227337	228785	0.000132000
252	228785	230233	0.000115000
253	230233	231681	0.000127000
254	231681	233129	0.000121000
255	233129	234577	0.000172000
256	234577	236025	0.000050000
257	236025	237473	0.000156000
258	237473	238921	0.000113000
259	238921	240369	0.000129000
260	240369	241817	0.000125000
261	241817	243265	0.000121000
262	243265	244713	0.000130000
263	244713	246161	0.000112000
264	246161	247609	0.000133000
265	247609	249057	0.000114000
266	249057	250505	0.000131000
267	250505	251953	0.000115000
268	251953	253401	0.000133000
269	253401	254849	0.000113000
270	254849	256297	0.000131000
271	256297	257745	0.000115000
272	257745	259193	0.000130000
273	259193	260641	0.000115000
274	260641	262089	0.000131000
275	262089	263537	0.000116000
276	263537	264985	0.000130000
292	264985	267881	0.011764000
293	267881	269329	0.000196000
294	269329	270777	0.010519000
295	270777	272225	0.000109000
296	272225	273673	0.000133000
297	273673	275121	0.000117000
298	275121	276569	0.000114000
299	276569	278017	0.000129000
300	278017	279465	0.000134000
301	279465	280913	0.000115000
302	280913	282361	0.000112000
303	282361	285257	0.000182000
304	285257	286705	0.000204000
305	286705	288153	0.000111000
306	288153	289601	0.000126000
307	289601	291049	0.000113000
308	291049	292497	0.000129000
309	292497	293945	0.000117000
310	293945	295393	0.000130000
311	295393	296841	0.000116000
312	296841	298289	0.000129000
313	298289	299737	0.000116000
314	299737	301185	0.000133000
315	301185	302633	0.000112000
316	302633	304081	0.000135000
317	304081	305529	0.000111000
318	305529	306977	0.000130000
319	306977	308425	0.000115000
320	308425	309873	0.000133000
321	309873	311321	0.000113000
339	311321	312769	0.011514000
340	312769	314217	0.000107000
