0.000000000		
0.022728000		
0.023154000		
0.025092000		
0.028321000		
0.045644000		
0.071050000		
0.096666000		
0.097253000		
1.028327000		
1.956208000		
1.956268000		
2.028315000		
2.084477000	0	
2.113866000	0	1
2.138995000	1	1
2.139182000	1	1
2.164750000	1	126
2.167120000	1	126
2.167269000	2897	126
2.167370000	4345	126
2.167512000	5793	126
2.167628000	7241	126
2.167746000	8689	126
2.167871000	10137	126
2.167997000	11585	126
2.168112000	13033	126
2.192247000	126	2897
2.192313000	126	4345
2.192396000	126	5793
2.192556000	126	7241
2.192678000	126	8689
2.192763000	126	10137
2.192910000	126	11585
2.193026000	126	13033
2.193155000	126	14481
2.218744000	14481	126
2.218857000	15929	126
2.218986000	17377	126
2.219116000	18825	126
2.219228000	20273	126
2.219359000	21721	126
2.219479000	23169	126
2.219606000	24617	126
2.219723000	26065	126
2.219854000	27513	126
2.219966000	28961	126
2.220099000	30409	126
2.243804000	126	15929
2.243883000	126	17377
2.244015000	126	18825
2.244137000	126	20273
2.244252000	126	21721
2.244383000	126	23169
2.244629000	126	26065
2.244877000	126	28961
2.245121000	126	31857
2.269514000	31857	126
2.269669000	34753	126
2.269802000	36201	126
2.269907000	37649	126
2.270036000	39097	126
2.270149000	40545	126
2.270281000	41993	126
2.270467000	43441	126
2.270677000	46337	126
2.270778000	47785	126
2.270908000	49233	126
2.271020000	50681	126
2.271152000	52129	126
2.271266000	53577	126
2.271396000	55025	126
2.271510000	56473	126
2.271642000	57921	126
2.271756000	59369	126
2.271887000	60817	126
2.294767000	126	36201
2.294946000	126	39097
2.295240000	126	41993
2.295564000	126	46337
2.295812000	126	49233
2.296052000	126	52129
2.296291000	126	55025
2.296531000	126	57921
2.296777000	126	60817
2.320364000	62265	126
2.320467000	63713	126
2.320598000	65161	126
2.320716000	66609	126
2.320844000	68057	126
2.320963000	69505	126
2.321093000	70953	126
2.321202000	72401	126
2.321386000	73849	126
2.321593000	76745	126
2.321699000	78193	126
2.321832000	79641	126
2.321951000	81089	126
2.322073000	82537	126
2.322203000	83985	126
2.322316000	85433	126
2.322449000	86881	126
2.322562000	88329	126
2.322694000	89777	126
2.322809000	91225	126
2.322941000	92673	126
2.323054000	94121	126
2.323189000	95569	126
2.323300000	97017	126
2.334642000	126	62265
2.345491000	126	65161
2.345634000	126	66609
2.345750000	126	68057
2.345865000	126	69505
2.346119000	126	72401
2.346470000	126	76745
2.346745000	126	79641
2.346980000	126	82537
2.347227000	126	85433
2.347472000	126	88329
2.347716000	126	91225
2.347962000	126	94121
2.348213000	126	97017
2.360232000	98465	126
2.371125000	99913	126
2.371305000	102809	126
2.371440000	104257	126
2.371556000	105705	126
2.371686000	107153	126
2.371814000	108601	126
2.371933000	110049	126
2.372052000	111497	126
2.372178000	112945	126
2.372289000	114393	126
2.372420000	115841	126
2.372536000	117289	126
2.372666000	118737	126
2.372780000	120185	126
2.372910000	121633	126
2.373026000	123081	126
2.373156000	124529	126
2.373273000	125977	126
2.373402000	127425	126
2.373518000	128873	126
2.373649000	130321	126
2.373762000	131769	126
2.373895000	133217	126
2.374008000	134665	126
2.385269000	126	99913
2.396280000	126	102809
2.396338000	126	104257
2.396479000	126	105705
2.396589000	126	107153
2.396714000	126	108601
2.396844000	126	110049
2.396958000	126	111497
2.397081000	126	112945
2.397206000	126	114393
2.397445000	126	117289
2.397689000	126	120185
2.397935000	126	123081
2.398184000	126	125977
2.398432000	126	128873
2.398676000	126	131769
2.398922000	126	134665
2.410937000	136113	126
2.421910000	139009	126
2.422083000	141905	126
2.422212000	143353	126
2.422345000	144801	126
2.422463000	146249	126
2.422590000	147697	126
2.422705000	149145	126
2.422898000	150593	126
2.423108000	153489	126
2.423211000	154937	126
2.423341000	156385	126
2.423454000	157833	126
2.423586000	159281	126
